order_id,customer_id,order_date,total_quantity
329,78,2025-01-23,78
330,96,2024-04-10,92
331,15,2024-08-07,100
332,21,2024-10-18,40
333,14,2024-09-08,75
334,4,2024-12-07,40
335,74,2024-08-16,87
336,49,2024-04-21,51
337,92,2024-10-08,26
338,10,2024-12-02,76
339,89,2024-08-05,81
340,32,2024-03-30,14
341,90,2025-02-18,99
342,39,2024-09-05,88
343,77,2025-02-08,16
344,73,2024-10-02,6
345,45,2024-05-05,69
346,55,2024-09-10,85
347,48,2024-08-13,9
348,65,2024-11-27,83
349,44,2025-03-07,2
350,54,2025-02-10,63
351,14,2024-09-20,56
352,47,2024-12-25,82
353,59,2024-05-24,91
354,20,2024-09-11,56
355,23,2024-06-02,94
356,67,2025-01-04,84
357,35,2024-10-14,79
358,69,2024-12-03,100
359,62,2024-07-08,60
360,56,2024-11-20,94
361,76,2025-02-02,35
362,42,2025-03-18,32
363,12,2024-10-21,36
364,58,2025-01-20,32
365,97,2024-09-29,60
366,73,2024-09-22,79
367,86,2024-09-11,49
368,44,2025-02-09,4
369,64,2025-01-03,42
370,24,2024-11-11,63
371,28,2024-07-08,46
372,34,2024-07-29,44
373,36,2025-02-19,77
374,90,2024-06-29,36
375,72,2025-02-11,2
376,67,2025-03-23,25
377,11,2024-04-28,31
378,93,2024-07-12,53
379,63,2025-03-03,72
380,98,2024-09-17,31
381,89,2024-06-28,61
382,83,2025-01-11,92
383,63,2024-09-22,58
384,3,2024-11-02,12
385,38,2024-11-18,29
386,52,2024-12-10,89
387,32,2024-08-20,40
388,85,2024-08-03,75
389,48,2024-04-06,61
390,71,2024-10-03,68
391,45,2025-02-19,55
392,96,2024-07-30,71
393,43,2024-06-04,46
394,90,2024-10-01,59
395,35,2024-06-16,40
396,33,2024-08-10,30
397,16,2025-01-29,93
398,25,2024-07-04,41
399,16,2024-08-05,96
400,69,2024-07-12,98
401,89,2025-03-02,24
402,25,2024-11-12,28
403,95,2024-12-23,62
404,36,2025-03-02,93
405,76,2024-07-11,98
406,68,2024-10-27,77
407,37,2024-03-29,13
408,25,2024-10-12,38
409,30,2024-06-08,47
410,23,2024-04-28,39
411,2,2024-06-27,91
412,69,2024-12-30,17
413,36,2024-08-30,6
414,7,2024-10-01,71
415,38,2024-10-27,90
416,17,2025-01-14,82
417,97,2024-06-27,63
418,14,2024-12-19,2
419,74,2024-09-26,37
420,61,2024-12-01,62
421,57,2024-12-27,44
422,24,2024-10-02,7
423,33,2024-09-16,62
424,15,2025-01-27,9
425,52,2024-04-01,63
426,10,2024-05-01,74
427,81,2024-07-18,88
428,7,2024-06-20,20
429,20,2024-08-30,73
430,39,2024-12-19,11
431,32,2024-06-28,16
432,72,2024-07-22,98
433,54,2024-12-08,78
434,77,2024-11-06,80
435,29,2024-08-16,100
436,67,2024-09-25,49
437,58,2024-10-26,57
438,39,2024-10-18,76
439,55,2024-08-06,40
440,73,2024-09-07,80
441,8,2025-01-09,79
442,95,2024-10-25,13
443,98,2024-08-01,27
444,81,2024-08-09,28
445,34,2024-12-23,85
446,11,2024-09-18,21
447,31,2024-07-09,23
448,71,2024-07-23,10
449,21,2024-07-01,1
450,53,2024-06-23,58
451,89,2024-05-11,77
452,61,2024-12-31,38
453,5,2024-06-08,30
454,37,2024-07-26,91
455,37,2024-05-11,90
456,59,2025-01-08,10
457,88,2024-10-20,30
458,34,2025-01-16,81
459,76,2024-12-19,85
460,26,2024-06-05,55
461,15,2024-06-08,70
462,29,2024-06-18,83
463,20,2025-01-06,35
464,19,2024-09-30,10
465,8,2024-07-11,22
466,40,2025-01-01,77
467,96,2024-11-09,73
468,37,2025-01-15,57
469,16,2024-10-15,60
470,89,2024-11-12,39
471,90,2024-07-13,52
472,35,2024-05-04,65
473,70,2025-02-12,64
474,57,2024-06-09,11
475,77,2024-07-19,6
476,56,2024-06-22,95
477,42,2024-08-13,78
478,33,2024-06-03,4
479,12,2024-07-21,30
480,87,2024-03-31,74
481,76,2024-12-25,3
482,98,2024-10-19,87
483,35,2024-05-14,74
484,6,2024-07-10,98
485,97,2024-04-12,23
486,61,2024-04-16,67
487,84,2024-10-26,57
488,36,2024-07-17,24
489,75,2024-12-21,56
490,82,2024-05-14,63
491,12,2024-11-28,61
492,45,2025-02-26,53
493,43,2025-01-12,42
494,86,2024-10-02,14
495,21,2024-05-04,43
496,53,2025-02-27,89
497,64,2024-03-30,37
498,85,2024-11-03,52
499,98,2024-07-14,71
500,5,2024-09-24,59
501,12,2024-09-27,41
502,33,2024-09-13,42
503,15,2024-08-05,99
504,52,2024-06-05,66
505,1,2024-04-14,85
506,70,2024-07-02,60
507,53,2025-03-26,7
508,25,2025-02-23,67
509,47,2024-09-27,80
510,97,2024-05-09,64
511,81,2025-02-08,57
512,98,2024-04-20,7
513,27,2024-08-28,35
514,71,2024-10-02,17
515,37,2024-04-23,57
516,90,2024-11-05,63
517,16,2024-11-25,4
518,81,2024-12-17,78
519,31,2024-04-15,91
520,21,2024-05-23,40
521,71,2024-05-22,2
522,71,2025-02-04,53
523,12,2024-10-30,29
524,15,2024-07-21,60
525,16,2024-04-28,83
526,20,2024-06-30,64
527,92,2024-05-11,38
528,66,2024-10-28,91
529,35,2025-01-16,54
530,62,2024-09-03,61
531,32,2024-11-16,59
532,71,2024-11-12,19
533,50,2025-01-27,25
534,77,2024-11-21,66
535,96,2024-06-21,18
536,9,2025-01-21,36
537,99,2024-10-14,54
538,44,2024-08-20,65
539,35,2024-09-16,1
540,37,2025-03-13,93
541,39,2024-09-13,76
542,75,2024-07-19,85
543,63,2025-02-23,20
544,58,2024-11-09,69
545,62,2024-09-08,45
546,43,2024-07-22,71
547,98,2024-11-01,70
548,49,2024-11-22,59
549,42,2024-04-18,25
550,90,2024-11-17,31
551,74,2025-01-07,50
552,30,2024-05-03,100
553,53,2025-01-16,6
554,41,2024-06-14,96
555,61,2024-11-23,91
556,49,2024-06-15,50
557,85,2024-07-06,84
558,20,2024-12-07,64
559,5,2024-04-26,17
560,65,2024-05-25,76
561,43,2024-06-27,13
562,57,2024-06-01,13
563,68,2024-10-26,59
564,2,2024-04-24,93
565,19,2024-05-25,53
566,84,2024-03-27,20
567,10,2024-08-31,61
568,34,2024-09-16,44
569,80,2024-12-18,89
570,51,2024-11-11,84
571,11,2024-09-24,43
572,87,2024-07-17,69
573,49,2024-04-07,41
574,81,2024-06-23,92
575,98,2024-07-15,63
576,70,2024-12-25,5
577,80,2024-07-13,9
578,31,2024-12-24,81
579,88,2025-02-22,37
580,30,2024-09-18,96
581,12,2024-04-22,56
582,13,2024-12-17,98
583,82,2024-06-24,91
584,13,2025-03-19,57
585,22,2024-07-06,89
586,39,2025-01-25,4
587,6,2025-01-27,42
588,8,2024-11-23,38
589,46,2024-11-10,48
590,56,2024-12-07,19
591,32,2025-02-01,68
592,53,2025-03-23,73
593,88,2024-06-10,24
594,22,2024-09-07,23
595,11,2024-05-09,79
596,49,2024-10-23,80
597,88,2024-06-21,31
598,64,2024-12-02,75
599,19,2024-05-22,30
600,60,2025-03-13,82
601,33,2024-07-07,59
602,33,2025-02-10,86
603,2,2024-05-20,60
604,37,2024-04-22,87
605,70,2024-04-18,21
606,10,2024-05-29,57
607,45,2025-01-27,76
608,39,2024-07-23,82
609,55,2024-11-12,89
610,33,2025-01-10,59
611,39,2025-02-09,26
612,50,2024-11-02,62
613,14,2025-03-18,31
614,49,2024-07-16,74
615,46,2024-09-12,74
616,38,2024-05-13,90
617,38,2024-09-24,3
618,85,2024-12-18,51
619,36,2024-07-22,2
620,73,2024-12-22,88
621,100,2024-08-29,96
622,7,2024-07-09,78
623,96,2024-10-06,64
624,37,2024-10-21,100
625,30,2024-10-03,78
626,46,2024-09-12,29
627,82,2024-04-26,25
628,80,2024-11-13,33
629,87,2024-04-10,97
630,93,2025-03-06,99
631,85,2024-09-09,88
632,18,2025-01-05,81
633,13,2024-07-29,81
634,83,2024-11-15,6
635,40,2024-07-01,57
636,5,2024-04-05,75
637,47,2024-04-30,94
638,17,2024-06-22,12
639,38,2024-12-12,42
640,96,2025-02-13,54
641,23,2025-02-23,26
642,17,2024-11-04,70
643,47,2024-11-09,68
644,65,2024-04-03,35
645,22,2025-01-17,33
646,62,2024-12-12,38
647,96,2025-02-08,44
648,15,2024-07-08,60
649,10,2024-11-04,19
650,97,2024-04-10,29
651,87,2025-01-16,93
652,87,2025-01-13,51
653,72,2024-06-02,47
654,12,2024-09-24,51
655,2,2024-10-13,34
656,69,2024-12-04,16
657,59,2024-09-13,48
658,87,2025-03-16,96
659,87,2024-07-12,34
660,75,2024-06-04,49
661,82,2024-11-08,48
662,14,2024-09-11,87
663,30,2024-11-27,61
664,4,2025-02-05,80
665,72,2024-10-02,42
666,79,2024-04-30,29
667,83,2024-09-24,9
668,82,2024-08-08,60
669,90,2024-08-31,39
670,84,2024-08-02,53
671,15,2024-07-28,18
672,6,2024-12-11,5
673,39,2024-05-05,64
674,15,2025-02-22,13
675,31,2024-05-27,69
676,18,2024-08-01,50
677,59,2024-09-01,48
678,86,2024-12-20,96
679,90,2024-10-04,70
680,54,2024-07-15,76
681,96,2024-12-08,94
682,20,2024-08-28,54
683,84,2025-02-04,13
684,63,2025-01-15,79
685,53,2024-10-25,36
686,5,2024-04-09,89
687,48,2024-09-18,28
688,57,2024-04-29,57
689,31,2024-07-26,47
690,13,2024-07-02,88
691,48,2024-07-29,70
692,83,2024-05-10,46
693,8,2025-01-20,51
694,36,2024-08-29,25
695,16,2025-02-24,59
696,12,2024-10-11,85
697,28,2025-02-09,83
698,82,2024-03-26,77
699,3,2024-12-06,7
700,43,2025-02-26,32
