delivery_id,order_id,delivery_date,delivery_status,is_full_delivery,warehouse_id,distance_from_hub_km,flood_affected
130,130,2025-02-26,On Time,True,WH_007,153.39,False
131,131,2024-11-10,On Time,True,WH_008,197.58,True
132,132,2025-01-05,Delayed,True,WH_005,131.02,True
133,133,2024-09-30,On Time,True,WH_002,226.56,False
134,134,2025-03-24,On Time,False,WH_009,203.02,True
135,135,2024-08-04,Delayed,False,WH_001,242.07,False
136,136,2025-03-29,On Time,True,WH_003,94.72,True
137,137,2024-12-17,Delayed,False,WH_005,232.54,False
138,138,2025-03-14,Delayed,True,WH_002,274.64,True
139,139,2025-03-26,On Time,False,WH_001,164.66,False
140,140,2025-01-31,On Time,False,WH_004,104.22,False
141,141,2025-01-08,Delayed,False,WH_008,69.85,True
142,142,2024-11-01,On Time,False,WH_010,207.16,True
143,143,2025-01-21,On Time,True,WH_003,63.77,False
144,144,2024-07-07,On Time,True,WH_001,216.75,False
145,145,2024-07-27,Delayed,True,WH_001,77.22,True
146,146,2025-01-15,On Time,False,WH_010,215.23,True
147,147,2025-02-28,Delayed,False,WH_001,73.28,False
148,148,2025-01-07,Delayed,False,WH_007,255.07,False
149,149,2024-11-04,On Time,False,WH_008,83.64,False
150,150,2024-11-11,Delayed,False,WH_009,102.46,True
151,151,2024-12-01,On Time,True,WH_010,232.43,True
152,152,2025-01-17,Delayed,False,WH_007,202.21,False
153,153,2024-09-22,Delayed,False,WH_003,203.57,False
154,154,2025-03-18,Delayed,False,WH_003,270.92,True
155,155,2025-02-01,Delayed,True,WH_001,79.55,False
156,156,2024-10-03,On Time,True,WH_010,299.75,False
157,157,2024-12-23,On Time,False,WH_006,190.1,True
158,158,2025-02-11,On Time,True,WH_005,113.6,True
159,159,2024-08-31,Delayed,False,WH_009,187.5,True
160,160,2024-10-26,On Time,False,WH_006,149.01,True
161,161,2025-01-22,On Time,True,WH_006,258.46,False
162,162,2024-06-23,Delayed,True,WH_003,170.37,False
163,163,2025-03-09,Delayed,False,WH_007,281.95,True
164,164,2025-02-12,Delayed,False,WH_009,183.97,True
165,165,2025-01-09,Delayed,False,WH_002,292.4,False
166,166,2024-12-05,On Time,False,WH_007,206.63,True
167,167,2025-03-12,Delayed,True,WH_010,79.21,False
168,168,2025-03-15,Delayed,True,WH_005,153.47,False
169,169,2024-11-18,On Time,False,WH_008,257.36,False
170,170,2024-12-21,On Time,False,WH_003,78.06,True
171,171,2025-03-01,On Time,True,WH_008,176.5,False
172,172,2024-12-22,On Time,True,WH_006,280.91,False
173,173,2024-09-20,Delayed,True,WH_002,255.53,True
174,174,2025-03-28,On Time,True,WH_008,146.9,True
175,175,2024-12-13,On Time,False,WH_001,221.76,True
176,176,2024-08-27,Delayed,False,WH_001,75.78,False
177,177,2025-04-03,On Time,False,WH_004,130.22,True
178,178,2025-02-14,Delayed,False,WH_009,129.79,False
179,179,2025-03-18,On Time,False,WH_003,89.37,True
180,180,2025-01-20,On Time,True,WH_004,185.63,False
181,181,2024-04-30,Delayed,True,WH_005,193.52,True
182,182,2025-03-14,On Time,False,WH_010,273.06,False
183,183,2025-03-19,On Time,True,WH_001,167.68,True
184,184,2025-03-15,On Time,False,WH_001,71.53,False
185,185,2025-01-01,On Time,False,WH_010,138.91,False
186,186,2025-01-31,On Time,True,WH_008,191.95,True
187,187,2025-02-08,Delayed,True,WH_008,127.6,False
188,188,2024-07-03,Delayed,True,WH_004,85.93,False
189,189,2025-02-02,Delayed,False,WH_003,224.9,False
190,190,2024-11-13,Delayed,False,WH_008,57.57,False
191,191,2025-01-31,On Time,False,WH_008,165.31,True
192,192,2025-01-20,Delayed,False,WH_010,193.67,True
193,193,2025-04-02,Delayed,True,WH_006,189.04,True
194,194,2025-03-30,Delayed,False,WH_007,197.63,True
195,195,2025-02-23,On Time,True,WH_008,145.95,False
196,196,2024-12-05,On Time,False,WH_007,191.8,False
197,197,2025-01-03,On Time,True,WH_002,234.84,False
198,198,2025-03-06,On Time,False,WH_006,188.77,False
199,199,2025-02-08,On Time,False,WH_007,67.4,True
200,200,2025-02-12,Delayed,False,WH_008,211.25,True
201,201,2025-02-27,On Time,True,WH_003,271.82,True
202,202,2025-03-30,On Time,True,WH_008,182.81,False
203,203,2025-03-23,Delayed,True,WH_004,220.38,False
204,204,2024-06-27,Delayed,False,WH_007,229.45,False
205,205,2025-03-11,On Time,True,WH_010,296.61,False
206,206,2025-03-01,On Time,False,WH_001,142.31,True
207,207,2024-12-09,On Time,False,WH_002,265.31,True
208,208,2024-12-26,On Time,False,WH_010,148.57,False
209,209,2024-10-01,Delayed,False,WH_007,158.8,True
210,210,2024-11-11,On Time,False,WH_003,97.06,False
211,211,2024-09-12,Delayed,False,WH_003,122.12,True
212,212,2025-03-26,On Time,True,WH_002,212.1,True
213,213,2025-03-16,Delayed,False,WH_003,71.17,False
214,214,2025-02-07,Delayed,False,WH_010,94.95,False
215,215,2025-02-20,Delayed,False,WH_006,106.44,False
216,216,2025-01-13,On Time,False,WH_004,228.03,False
217,217,2025-01-22,Delayed,False,WH_001,294.56,False
218,218,2025-01-31,Delayed,True,WH_010,170.38,True
219,219,2025-03-05,On Time,False,WH_008,179.24,True
220,220,2024-12-29,On Time,False,WH_002,221.02,False
221,221,2025-04-03,On Time,False,WH_009,244.63,False
222,222,2025-03-03,Delayed,False,WH_010,233.45,False
223,223,2025-03-30,Delayed,False,WH_005,91.88,False
224,224,2025-02-28,Delayed,True,WH_008,194.54,True
225,225,2025-02-24,Delayed,True,WH_005,171.19,True
226,226,2025-03-16,On Time,False,WH_005,83.13,False
227,227,2024-10-02,Delayed,False,WH_001,235.36,True
228,228,2025-03-11,On Time,False,WH_006,251.96,False
229,229,2025-03-05,On Time,False,WH_003,249.84,True
230,230,2024-12-15,Delayed,True,WH_003,198.89,True
231,231,2024-08-02,Delayed,False,WH_007,109.49,False
232,232,2025-02-27,On Time,True,WH_010,233.59,False
233,233,2025-02-23,On Time,False,WH_002,63.13,False
234,234,2024-09-20,Delayed,False,WH_005,169.07,True
235,235,2024-12-28,Delayed,False,WH_008,115.66,False
236,236,2025-03-14,On Time,False,WH_008,145.5,False
237,237,2024-11-11,On Time,True,WH_009,209.36,False
238,238,2024-07-09,Delayed,False,WH_005,116.77,True
239,239,2025-04-02,Delayed,False,WH_008,243.29,True
240,240,2024-10-27,On Time,False,WH_003,128.32,True
241,241,2024-12-24,On Time,True,WH_001,152.81,True
242,242,2025-01-08,Delayed,False,WH_004,231.31,False
243,243,2024-08-23,On Time,True,WH_001,204.85,True
244,244,2024-12-04,On Time,True,WH_002,71.6,True
245,245,2024-09-19,Delayed,True,WH_002,223.91,False
246,246,2025-03-01,Delayed,False,WH_002,209.7,False
247,247,2025-02-19,Delayed,False,WH_005,90.49,True
248,248,2025-03-27,Delayed,True,WH_007,147.15,True
249,249,2025-03-02,Delayed,False,WH_003,160.14,False
250,250,2024-10-25,On Time,False,WH_003,211.37,True
251,251,2025-04-02,On Time,False,WH_004,203.49,True
252,252,2025-02-27,Delayed,False,WH_002,58.72,True
253,253,2024-12-13,Delayed,False,WH_001,274.13,True
254,254,2025-01-04,On Time,True,WH_007,116.61,False
255,255,2025-03-13,Delayed,True,WH_009,226.9,False
256,256,2025-02-09,Delayed,False,WH_007,261.01,True
257,257,2025-03-12,On Time,True,WH_007,288.54,False
258,258,2024-08-11,On Time,False,WH_006,220.46,False
259,259,2025-03-29,On Time,True,WH_006,183.66,False
260,260,2024-11-12,On Time,False,WH_005,211.95,True
261,261,2024-10-13,On Time,False,WH_004,124.72,False
262,262,2024-09-06,On Time,False,WH_008,71.22,False
263,263,2024-08-14,On Time,True,WH_001,98.27,True
264,264,2025-01-15,Delayed,False,WH_002,248.18,False
265,265,2025-03-21,Delayed,False,WH_001,59.26,True
266,266,2025-03-29,Delayed,True,WH_007,79.55,False
267,267,2025-02-19,On Time,True,WH_002,59.22,True
268,268,2025-03-04,Delayed,True,WH_008,276.79,True
269,269,2025-03-31,On Time,True,WH_001,93.06,True
270,270,2024-11-09,Delayed,True,WH_008,202.81,True
271,271,2024-11-19,On Time,True,WH_008,198.74,True
272,272,2024-07-16,On Time,True,WH_007,134.34,False
273,273,2025-03-24,Delayed,True,WH_010,186.47,False
274,274,2024-04-07,On Time,True,WH_010,93.36,True
275,275,2025-01-12,On Time,False,WH_003,239.39,True
276,276,2024-12-18,Delayed,True,WH_008,110.91,True
277,277,2024-08-12,On Time,True,WH_010,144.03,True
278,278,2024-11-06,On Time,False,WH_002,51.59,True
279,279,2024-12-05,On Time,False,WH_007,223.38,False
280,280,2025-01-29,On Time,True,WH_003,209.96,False
281,281,2024-12-22,Delayed,True,WH_003,202.63,True
282,282,2025-01-12,On Time,False,WH_010,287.57,False
283,283,2025-02-20,Delayed,False,WH_001,189.43,True
284,284,2025-02-13,On Time,True,WH_010,140.48,True
285,285,2025-01-12,Delayed,True,WH_005,63.27,True
286,286,2025-03-22,On Time,False,WH_008,94.08,True
287,287,2025-02-08,On Time,False,WH_005,102.4,False
288,288,2025-02-15,Delayed,False,WH_001,76.11,True
289,289,2024-06-08,On Time,True,WH_001,171.27,True
290,290,2025-03-16,On Time,True,WH_008,198.18,False
291,291,2025-03-05,Delayed,True,WH_006,107.52,True
292,292,2025-02-10,Delayed,True,WH_002,109.28,False
293,293,2025-02-09,On Time,False,WH_004,68.38,False
294,294,2025-01-15,On Time,False,WH_003,104.04,False
295,295,2025-01-28,On Time,False,WH_006,84.1,True
296,296,2025-03-24,Delayed,False,WH_004,133.97,True
297,297,2025-02-24,On Time,False,WH_003,77.78,False
298,298,2024-11-18,Delayed,False,WH_003,240.08,True
299,299,2025-01-13,Delayed,True,WH_010,276.39,True
300,300,2025-01-23,On Time,False,WH_009,172.3,True
301,301,2024-05-19,Delayed,False,WH_005,53.63,False
302,302,2025-03-24,On Time,True,WH_006,158.56,True
303,303,2024-08-11,On Time,True,WH_007,295.05,True
304,304,2024-11-11,Delayed,True,WH_007,182.78,False
305,305,2025-02-11,On Time,False,WH_008,110.13,True
306,306,2025-03-24,Delayed,True,WH_003,139.6,True
307,307,2024-10-02,On Time,True,WH_008,217.26,True
308,308,2024-10-03,Delayed,True,WH_008,165.94,True
309,309,2025-03-28,Delayed,True,WH_006,206.7,True
310,310,2025-01-23,On Time,False,WH_006,182.73,False
311,311,2024-11-08,Delayed,False,WH_010,185.61,True
312,312,2024-10-17,On Time,False,WH_001,178.68,False
313,313,2025-01-21,On Time,True,WH_007,141.4,True
314,314,2025-04-02,Delayed,False,WH_003,212.04,True
315,315,2025-03-23,On Time,True,WH_006,109.66,True
316,316,2025-03-18,Delayed,True,WH_004,130.12,False
317,317,2024-08-27,Delayed,False,WH_001,65.84,False
318,318,2024-10-12,Delayed,False,WH_009,181.67,True
319,319,2025-01-09,Delayed,False,WH_008,205.24,True
320,320,2025-03-08,On Time,False,WH_002,70.04,True
321,321,2025-03-17,Delayed,True,WH_002,91.19,True
322,322,2025-03-10,On Time,False,WH_003,268.75,True
323,323,2025-02-08,Delayed,False,WH_009,282.93,False
324,324,2024-11-20,Delayed,False,WH_008,234.43,True
325,325,2025-03-08,Delayed,True,WH_002,55.51,True
326,326,2024-08-04,Delayed,False,WH_010,135.7,False
327,327,2025-03-13,Delayed,False,WH_008,126.02,True
328,328,2025-01-25,Delayed,True,WH_005,106.7,False
329,329,2025-02-14,Delayed,True,WH_003,138.28,False
330,330,2025-03-08,On Time,True,WH_009,121.31,True
331,331,2024-12-25,On Time,True,WH_004,79.23,False
332,332,2024-11-06,On Time,False,WH_005,142.42,True
333,333,2025-01-28,On Time,False,WH_006,86.99,False
334,334,2025-03-22,On Time,False,WH_002,280.11,False
335,335,2025-01-02,Delayed,True,WH_008,281.95,True
336,336,2024-05-14,On Time,False,WH_005,168.48,False
337,337,2024-12-24,On Time,False,WH_006,222.29,False
338,338,2025-01-24,On Time,True,WH_009,79.22,True
339,339,2024-10-17,Delayed,True,WH_008,139.35,False
340,340,2024-05-16,On Time,True,WH_010,181.61,False
341,341,2025-04-05,On Time,True,WH_002,184.6,False
342,342,2025-02-28,On Time,False,WH_004,172.62,True
343,343,2025-02-16,Delayed,False,WH_003,228.99,False
344,344,2025-02-07,Delayed,False,WH_006,53.05,False
345,345,2024-07-26,Delayed,False,WH_008,268.58,True
346,346,2024-09-18,On Time,False,WH_007,250.92,False
347,347,2024-09-01,On Time,False,WH_007,84.89,True
348,348,2025-01-30,On Time,True,WH_005,168.65,False
349,349,2025-03-18,On Time,False,WH_002,51.65,False
350,350,2025-02-22,Delayed,True,WH_009,165.53,True
351,351,2024-12-08,On Time,True,WH_007,122.37,False
352,352,2025-01-07,On Time,False,WH_010,125.98,False
353,353,2025-03-17,On Time,True,WH_001,88.51,False
354,354,2024-11-30,Delayed,True,WH_005,154.29,False
355,355,2025-01-15,On Time,True,WH_002,241.18,False
356,356,2025-01-24,On Time,False,WH_010,170.12,False
357,357,2025-03-20,Delayed,False,WH_002,143.3,True
358,358,2025-01-17,Delayed,True,WH_010,64.63,False
359,359,2024-11-12,Delayed,True,WH_006,90.83,False
360,360,2024-12-18,Delayed,False,WH_006,62.18,False
361,361,2025-03-31,On Time,True,WH_003,241.17,True
362,362,2025-03-18,Delayed,False,WH_005,117.86,False
363,363,2024-12-13,On Time,False,WH_003,53.22,False
364,364,2025-02-03,Delayed,False,WH_007,135.08,True
365,365,2024-10-24,On Time,True,WH_003,175.85,True
366,366,2024-12-28,On Time,False,WH_008,279.01,True
367,367,2024-11-17,On Time,True,WH_008,137.05,False
368,368,2025-02-19,On Time,False,WH_010,180.78,False
369,369,2025-03-08,On Time,False,WH_001,236.12,True
370,370,2024-11-16,On Time,True,WH_003,222.01,False
371,371,2024-08-28,On Time,True,WH_003,295.28,False
372,372,2024-08-03,On Time,True,WH_001,243.67,False
373,373,2025-03-08,On Time,True,WH_002,58.2,True
374,374,2024-09-29,Delayed,True,WH_005,60.82,False
375,375,2025-03-14,On Time,True,WH_002,280.02,True
376,376,2025-03-23,On Time,True,WH_006,57.31,True
377,377,2024-07-04,Delayed,False,WH_006,90.14,True
378,378,2024-10-23,On Time,True,WH_010,240.81,True
379,379,2025-03-05,On Time,False,WH_003,275.42,True
380,380,2024-11-05,On Time,True,WH_009,262.82,False
381,381,2024-12-08,Delayed,True,WH_008,218.38,True
382,382,2025-03-03,On Time,False,WH_007,156.02,True
383,383,2024-11-05,Delayed,True,WH_006,80.9,True
384,384,2025-03-26,On Time,False,WH_006,226.18,True
385,385,2024-11-30,On Time,False,WH_008,78.93,False
386,386,2025-03-12,Delayed,False,WH_008,106.47,False
387,387,2025-02-10,Delayed,False,WH_004,264.19,False
388,388,2024-12-21,Delayed,True,WH_001,299.68,False
389,389,2024-10-22,On Time,False,WH_008,180.67,True
390,390,2025-01-26,On Time,True,WH_007,150.16,True
391,391,2025-02-24,On Time,True,WH_006,293.8,False
392,392,2025-01-21,On Time,False,WH_002,108.22,False
393,393,2024-12-16,Delayed,False,WH_010,198.41,False
394,394,2024-11-13,Delayed,False,WH_010,287.53,False
395,395,2025-02-09,Delayed,True,WH_008,77.01,False
396,396,2024-08-26,Delayed,False,WH_004,207.09,True
397,397,2025-04-02,On Time,True,WH_001,257.58,False
398,398,2025-01-22,On Time,True,WH_007,201.15,False
399,399,2024-11-30,On Time,False,WH_010,205.81,True
400,400,2025-01-05,Delayed,False,WH_004,123.39,False
401,401,2025-04-02,Delayed,False,WH_009,135.9,True
402,402,2024-11-18,On Time,False,WH_002,145.91,False
403,403,2025-01-03,Delayed,False,WH_008,59.0,True
404,404,2025-03-25,Delayed,True,WH_008,157.67,False
405,405,2024-12-13,Delayed,False,WH_002,192.21,False
406,406,2025-01-17,Delayed,False,WH_009,263.59,True
407,407,2024-12-20,Delayed,False,WH_008,197.76,False
408,408,2024-11-01,Delayed,False,WH_006,65.36,True
409,409,2024-12-15,On Time,False,WH_006,252.39,True
410,410,2025-01-29,Delayed,False,WH_002,157.04,False
411,411,2024-12-16,Delayed,False,WH_001,215.31,True
412,412,2025-01-06,On Time,False,WH_010,71.24,True
413,413,2024-09-30,Delayed,True,WH_006,92.44,False
414,414,2024-12-02,On Time,False,WH_007,192.01,False
415,415,2025-02-22,Delayed,True,WH_008,197.0,False
416,416,2025-01-28,Delayed,False,WH_006,193.13,False
417,417,2024-07-22,On Time,True,WH_006,174.18,False
418,418,2025-01-12,On Time,False,WH_006,292.36,True
419,419,2024-11-18,Delayed,True,WH_009,103.52,False
420,420,2025-04-01,On Time,False,WH_010,150.51,True
421,421,2025-02-28,On Time,True,WH_010,134.21,True
422,422,2024-12-14,Delayed,False,WH_004,136.83,True
423,423,2025-01-08,Delayed,False,WH_007,215.86,False
424,424,2025-03-12,On Time,False,WH_007,112.82,False
425,425,2024-10-14,On Time,True,WH_009,265.68,False
426,426,2024-12-22,On Time,False,WH_005,284.29,False
427,427,2025-01-01,On Time,True,WH_006,165.62,True
428,428,2024-07-28,On Time,False,WH_007,152.57,True
429,429,2024-10-13,On Time,False,WH_005,255.93,True
430,430,2025-04-05,Delayed,True,WH_007,109.62,True
431,431,2025-04-03,On Time,True,WH_004,249.26,False
432,432,2024-10-13,Delayed,False,WH_009,297.82,False
433,433,2025-03-01,On Time,True,WH_003,118.18,True
434,434,2025-02-01,Delayed,False,WH_009,94.0,True
435,435,2024-11-12,Delayed,True,WH_001,264.9,True
436,436,2024-12-14,Delayed,False,WH_002,275.14,False
437,437,2024-12-30,Delayed,True,WH_007,285.79,True
438,438,2025-03-27,On Time,True,WH_010,233.62,True
439,439,2025-01-29,Delayed,False,WH_002,109.52,True
440,440,2025-02-08,Delayed,False,WH_010,234.31,True
441,441,2025-02-18,Delayed,True,WH_003,76.7,True
442,442,2025-03-15,Delayed,False,WH_007,113.58,True
443,443,2024-09-06,Delayed,False,WH_002,129.12,False
444,444,2024-12-08,Delayed,True,WH_005,269.86,True
445,445,2025-03-15,Delayed,False,WH_006,255.34,True
446,446,2025-01-17,On Time,True,WH_004,113.25,False
447,447,2025-03-24,Delayed,False,WH_002,183.73,True
448,448,2024-10-29,Delayed,False,WH_001,277.45,False
449,449,2024-11-23,Delayed,False,WH_002,284.08,True
450,450,2024-08-21,Delayed,True,WH_003,278.97,False
451,451,2025-02-01,Delayed,True,WH_005,266.61,False
452,452,2025-03-30,Delayed,False,WH_006,229.35,True
453,453,2024-12-09,On Time,False,WH_009,66.59,False
454,454,2024-08-21,Delayed,False,WH_001,240.49,True
455,455,2024-06-15,Delayed,True,WH_001,150.17,False
456,456,2025-03-29,Delayed,True,WH_002,89.46,True
457,457,2024-11-05,Delayed,False,WH_008,169.59,True
458,458,2025-01-25,Delayed,True,WH_010,256.69,False
459,459,2025-03-12,On Time,True,WH_007,141.9,False
460,460,2024-07-12,Delayed,True,WH_001,287.03,True
461,461,2025-03-24,On Time,False,WH_004,115.45,True
462,462,2025-03-31,On Time,False,WH_010,157.23,False
463,463,2025-02-11,On Time,True,WH_006,92.53,True
464,464,2025-03-06,On Time,False,WH_008,256.81,False
465,465,2024-08-30,On Time,True,WH_004,97.64,False
466,466,2025-02-24,Delayed,False,WH_007,82.55,True
467,467,2024-11-20,On Time,False,WH_004,154.58,False
468,468,2025-03-12,On Time,True,WH_005,294.03,True
469,469,2025-02-01,Delayed,True,WH_006,195.73,False
470,470,2025-03-01,On Time,True,WH_008,83.3,False
471,471,2024-11-18,Delayed,True,WH_007,227.11,False
472,472,2025-01-19,On Time,True,WH_009,64.69,False
473,473,2025-02-23,On Time,False,WH_006,299.18,True
474,474,2024-11-15,On Time,False,WH_009,204.91,False
475,475,2024-12-03,Delayed,False,WH_003,292.01,True
476,476,2025-03-07,On Time,False,WH_003,175.94,False
477,477,2025-01-24,Delayed,True,WH_002,129.33,False
478,478,2025-03-10,On Time,False,WH_002,128.32,True
479,479,2024-08-09,Delayed,False,WH_006,281.56,False
480,480,2024-07-20,Delayed,False,WH_009,128.25,True
481,481,2025-02-23,Delayed,False,WH_003,188.92,False
482,482,2024-12-26,On Time,True,WH_003,63.64,True
483,483,2024-06-23,On Time,False,WH_005,90.89,False
484,484,2025-02-19,Delayed,True,WH_008,60.2,False
485,485,2024-10-26,Delayed,False,WH_008,78.12,True
486,486,2024-07-07,On Time,False,WH_002,100.93,False
487,487,2024-11-25,On Time,True,WH_009,255.64,True
